Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
9,F Ratliff,Georg von Békésy,1976,Biographical Memoirs: Volume 48,books.google.com,https://books.google.com/books?hl=en&lr=&id=43U3AD_F9UMC&oi=fnd&pg=PT33&dq=gustometer+-rats+-rodents&ots=ph3ker35aG&sig=yMQrnxrmQboheu7b0edO-qPLMGk,"https://scholar.google.com/scholar?cites=10913932619185555382&as_sdt=2005&sciodt=0,5&hl=en",313,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,53,7.57,27,2,7
25,HL Meiselman,Effect of response task on taste adaptation,1975,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03203974,"https://scholar.google.com/scholar?cites=14323380320214576110&as_sdt=2005&sciodt=0,5&hl=en",133,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,112,14,56,2,8
16,"M O'Mahony, M Dunn",Do sensitivity drifts occur for stimuli other than sodium chloride? A preliminary investigation,1974,Perception,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1068/p030213,"https://scholar.google.com/scholar?cites=11613154370431893234&as_sdt=2005&sciodt=0,5&hl=en",117,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,51,1.21,13,4,42
0,"H MOMahony, E King",Pair comparison and ascending series NaCl thresholds,1974,Perception,Pion Limited,,,172,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,52
28,M O'MAHONY,Taste adaptation: the case of the wandering zero,1974,International Journal of Food Science & …,Wiley Online Library,https://ifst.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2621.1974.tb01739.x,"https://scholar.google.com/scholar?cites=13360367784691923028&as_sdt=2005&sciodt=0,5&hl=en",131,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,6
34,"M O'Mahony, L Godman",The effect of interstimulus procedures,1974,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03198572,"https://scholar.google.com/scholar?cites=6905663702500701100&as_sdt=2005&sciodt=0,5&hl=en",152,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,3,0.6,1,4,5
13,M O'Mahony,A note on the reliability of subjective judgment in discerning when the mouth is clear of salt taste stimuli,1973,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03211179,"https://scholar.google.com/scholar?cites=7406554635849013508&as_sdt=2005&sciodt=0,5&hl=en",96,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,NA
28,"H Tomita, Y Okuda, H Tomiyama…",Electrogustometry in facial palsy,1972,Archives of …,jamanetwork.com,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/604120?casa_token=SqoesRgs2QIAAAAA:1XmYabKxyg4HRUzHADdGkf8m-CRYpE77tRTIMtNBRjGtGFXwh8rAk5wiJpyHLAZiBaQxaKN5isA,"https://scholar.google.com/scholar?cites=12041329949520711554&as_sdt=2005&sciodt=0,5&hl=en",142,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,9,0.18,9,1,51
27,"HL Meiselman, HE Bose, WF Nykvist",Magnitude production and magnitude estimation of taste intensity,1972,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03212885,"https://scholar.google.com/scholar?cites=14439589274573520364&as_sdt=2005&sciodt=0,5&hl=en",5,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,18,3,5,4,6
28,M O'Mahony,The interstimulus interval for taste: 2. Salt taste sensitivity drifts and the effects on intensity scaling and threshold measurement,1972,Perception,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1068/p010217,"https://scholar.google.com/scholar?cites=16922831961989435002&as_sdt=2005&sciodt=0,5&hl=en",106,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.33,1,3,6
87,HL Meiselman,Effect of presentation procedure on taste intensity functions,1971,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03205758,"https://scholar.google.com/scholar?cites=2714407887913959271&as_sdt=2005&sciodt=0,5&hl=en",95,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,46
5,D Sumner,Measurement of electrical taste threshold,1971,,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/003591577106400633,"https://scholar.google.com/scholar?cites=10908468488682290571&as_sdt=2005&sciodt=0,5&hl=en",161,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,10,0.19,10,1,53
0,"GM Philips, I Amplifier","The technique of averaging the EEG has one precondition however, which can hardly be fulfilled",1971,Gustation and Olfaction,Academic Press,,,48,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,5,1.67,1,5,3
9,M Føns,Electrogustometry: Spatial Threshold Variations,1970,Acta oto-laryngologica,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/00016487009123391,"https://scholar.google.com/scholar?cites=17670793509341154997&as_sdt=2005&sciodt=0,5&hl=en",168,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,1,0.03,0,3,29
1,JP Tonkin,The modern management of Bell's palsy,1970,Medical Journal of Australia,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.5694/j.1326-5377.1970.tb63207.x,"https://scholar.google.com/scholar?cites=8479980778181607158&as_sdt=2005&sciodt=0,5&hl=en",217,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,47,11.75,9,5,4
78,T Cawthorne,Intratemporal facial palsy,1969,Archives of Otolaryngology,jamanetwork.com,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/602711?casa_token=TNaKXrMC-OoAAAAA:8T54e-1zs1I68wloV7Ek-UKx-c4igazWcMp1gUqmf8TggmMUYlhmgjjVNMxaelWKgzBWoNTOLnk,"https://scholar.google.com/scholar?cites=13598664283843860964&as_sdt=2005&sciodt=0,5&hl=en",215,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,9,3,3,3,3
0,H Weber,An electric gustometer and its use,1968,Zeitschrift fur medizinische Labortechnik,europepmc.org,https://europepmc.org/article/med/5734395,,8,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,5
57,HL Meiselman,Magnitude estimations of the course of gustatory adaptation,1968,Perception & Psychophysics,Springer,https://link.springer.com/article/10.3758/BF03206299,"https://scholar.google.com/scholar?cites=14560350744460107362&as_sdt=2005&sciodt=0,5&hl=en",86,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,2,0.33,1,4,6
10,J Iielmbrecht,Psychophysik des elektrischen geschmacks: Qualitäts-und intensitätsbeziehungen,1968,"Archiv für klinische und experimentelle Ohren-, Nasen …",Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/BF00301321&casa_token=n5pCL1H3krMAAAAA:ugNPCuqIqMonHzNnmbfckEshwna28Iv3PFrNrz8y8s3cNT0wyfcr3qbvBdp9tyv0CUAb8GzJqyJqiL-NLA,"https://scholar.google.com/scholar?cites=18340831261097561556&as_sdt=2005&sciodt=0,5&hl=en",282,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,9,0.2,9,1,45
10,"D Kranz, H Berndt, H Wagner",Untersuchungen zur altersveränderung der geschmacksschwelle,1968,Archiv für klinische und experimentelle …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/BF00301315&casa_token=p-bqU-v0_o0AAAAA:4C8ftP-Q8ofCG-prACTb3WIGvnniFgAfEhOmLy8W5uciLTkRb3KqbQtw9Zit1IDORzS5meuU5oDQvO43Rg,"https://scholar.google.com/scholar?cites=11813784400903005502&as_sdt=2005&sciodt=0,5&hl=en",263,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,3
6,"RP Dooley, DJ Lehr",Critique of a pupillary response experiment,1967,Perceptual and motor skills,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.2466/pms.1967.25.2.603?casa_token=sEU6vkKy-BIAAAAA:QSG6PJP46XHGS32TGBrniGarb81_aiQEp_GshyQdbOYEZT1hc4t837NmyA5lpW5nf8wMpr7X0jfFkw,"https://scholar.google.com/scholar?cites=1236604293768862549&as_sdt=2005&sciodt=0,5&hl=en",147,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,11
4,"EH Hess, JM Polt",Reply to “Critique of a pupillary response experiment” by Roger P. Dooley and Donald J. Lehr,1967,Perceptual and motor skills,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.2466/pms.1967.25.2.659?casa_token=xW75_BlzJJUAAAAA:cYu4gZ6n75JMBRu5jnJ0DLB3FDphkI9AVI0zRxOv4vuNZAfV3oQ7-w34WBEnXDJyyn9pAox7jRekRA,"https://scholar.google.com/scholar?cites=979819970331060407&as_sdt=2005&sciodt=0,5&hl=en",148,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,4,0.07,2,2,54
32,"M Fons, PA Osterhammel",Electrogustometry,1966,Archives of Otolaryngology,jamanetwork.com,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/600059?casa_token=k4dc8mwsn0YAAAAA:9ox7dRhH5uoM4tU2sc8S0tXVmOchqqobAhAh3BMEBYgROqTrBj-DG4olguU8acqH5GFLOyTzEvA,"https://scholar.google.com/scholar?cites=11523712412067681712&as_sdt=2005&sciodt=0,5&hl=en",18,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,32,0.58,16,2,55
3,JW Hadden,An exploratory experiment into the physiological basis of sour taste,1965,The Journal of general psychology,Taylor & Francis,https://www.tandfonline.com/doi/pdf/10.1080/00221309.1965.9710726,"https://scholar.google.com/scholar?cites=1853490612124674470&as_sdt=2005&sciodt=0,5&hl=en",21,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2
3,SJ Boksanyi,Psychogalvanic skin response electrogustometry,1965,The Laryngoscope,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1288/00005537-196505000-00009,"https://scholar.google.com/scholar?cites=11305643931533367344&as_sdt=2005&sciodt=0,5&hl=en",30,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,9
12,G Von Békjésy,Temperature coefficients of the electrical thresholds of taste sensations,1965,The Journal of general physiology,rupress.org,https://rupress.org/jgp/article/49/1/27/43,"https://scholar.google.com/scholar?cites=13161131114254384378&as_sdt=2005&sciodt=0,5&hl=en",136,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
43,G Von Békésy,The effect of adaptation on the taste threshold observed with a semiautomatic gustometer,1965,The Journal of general physiology,rupress.org,https://rupress.org/jgp/article-pdf/48/3/481/589588/481.pdf,"https://scholar.google.com/scholar?cites=15550174032547928444&as_sdt=2005&sciodt=0,5&hl=en",3,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,15,3,4,4,5
46,"F HARBERT, S WAGNER, IM Young",The quantitative measurement of taste function,1962,Archives of otolaryngology,jamanetwork.com,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/1768325?casa_token=s0cCyTLJm_cAAAAA:SKwnBAjdvMJTm619EK4yPhHml47fjaXE__hAVudpbTBIKUzjEwXuwis8CjQKO5c_gK2FsivGSm4,"https://scholar.google.com/scholar?cites=13963005984700928249&as_sdt=2005&sciodt=0,5&hl=en",57,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,94,8.55,16,6,11
0,"K Tomasz, G Antoni",A CONCEPT OF OBJECTIVE ELECTROGUSTOMETRY,NA,Proceedings of the 7th IASTED International …,actapress.com,https://www.actapress.com/PDFViewer.aspx?paperId=43848,,163,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,10
0,C Enger,Comprehensive recordings of taste function in patients with dysgeusia–A Pilot Study,NA,uniklinikum-dresden.de,,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/Enger_Charlotte_2017.pdf,,129,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,29,2.9,10,3,10
0,SF Palsy,data on nerve excitability tests in postoperative,NA,jamanetwork.com,,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/599280,,237,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,11,3.67,2,5,3
2,G Probst,Dazert Sand Maeyama Tetal: Averaged EEG responses after stimulation of human tongue by means of a new gustometer device,NA,Pfliigers Arch-Europ J Physiol,,,"https://scholar.google.com/scholar?cites=17869417581474465569&as_sdt=2005&sciodt=0,5&hl=en",11,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,3,1,1,6,3
0,"NA Busch, K Ohla",Decoding subjective taste categories using multivariate pattern analysis of single-trial EEG,NA,pressrelease.brainproducts.com,,https://pressrelease.brainproducts.com/taste-decoding/,,203,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,8,0.2,2,5,40
0,M Dubaj,Development and utilisation of an automatic tastant delivery system suitable for gustatory evoked potential research,NA,researchbank.swinburne.edu.au,,https://researchbank.swinburne.edu.au/file/3729e5e4-f070-4d67-8f1d-3adb5ea38945/1/Martin%20Dubaj%20Thesis.pdf,,294,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,58
0,P Schalk,Einfluss von Krebserkrankungen und akuten inflammatorischen Erkrankungen auf die Fähigkeit zu schmecken: Eine zukunftsweisende klinische Pilotstudie,NA,opus4.kobv.de,,https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/14079,,191,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
0,"E Iannilli, CM Michel, AL Bartmuss, N Gupta, T Hummel",Electrical neuroimaging of ERPs form different sensory inputs on the tongue.,NA,researchgate.net,,https://www.researchgate.net/profile/Emilia_Iannilli/publication/257840875_Electrical_neuroimaging_of_ERPs_form_different_sensory_inputs_on_the_tongue/links/54d0dcf40cf20323c219fd64/Electrical-neuroimaging-of-ERPs-form-different-sensory-inputs-on-the-tongue.pdf,,39,2021-03-25 18:21:59,,NA,NA,NA,NA,NA,NA,NA,55,2.2,14,4,25
0,"M Kasprzak, P Wilde, SE Hill, SE Harding, R Ford…",Food & Function,NA,core.ac.uk,,https://core.ac.uk/download/pdf/222829961.pdf,,329,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,9,4.5,2,5,2
0,"S Eldeghaidy, M Skinner, R Clark, J Hort, S Francis",Gustotopic Mapping in the Human Brain,NA,nottingham.ac.uk,,https://www.nottingham.ac.uk/biosciences/documents/tastemap/poster-gustotopic-mapping-in-the-human-brain.pdf,,162,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,19
0,"T Sacristán, JJ Alvarez-Vicent, J Bartual…",Kugler & Ghedini Publications,NA,academia.edu,,https://www.academia.edu/download/41124800/Olfactory_Evoked_Potentials_in_Man._Clin20160114-3119-1ggenxm.pdf,,255,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,4,0.07,4,1,54
0,"G BROICH, M CAMPI, F NICOSIA, DPA OTTAVIANI",L'OLFATTOMETRIA CLINICA-ANALISI DELLE RISPOSTE,NA,researchgate.net,,https://www.researchgate.net/profile/Guido_Broich/publication/237102552_L'olfattometria_clinica_Analisi_delle_risposte_in_100_persone_esaminate_non_a_fini_medico-legali/links/0046351c33ebea8c9a000000.pdf,,276,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,95,8.64,24,4,11
0,"K Karunanayaka, AD Cheok",Multisensory Brand Experiences in Digital Media,NA,researchgate.net,,https://www.researchgate.net/profile/Thomas_Musiolik/publication/331345379_Multisensory_Brand_Experiences_in_Digital_Media/links/5c74f52d299bf1268d25c0a2/Multisensory-Brand-Experiences-in-Digital-Media.pdf,,61,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,26,4.33,9,3,6
0,"LML Nollet, F Toldrá",Nollet 2015-Handbook of Food Analysis. pdf,NA,vsip.info,,https://vsip.info/nollet-2015-handbook-of-food-analysispdf-pdf-free.html,,350,2021-03-25 18:21:59,HTML,NA,NA,NA,NA,NA,NA,NA,25,0.54,25,1,46
0,"PO Cremonese-USSLN, G Broich, V le Concordia",OLFACTORY EVOKED POTENTIALS IN MAN-CLINICAL RESULTS WITH THE USE OF A NEW CONTINUOUS FLOW STIMULATOR DEVICE.,NA,guidobroich.it,,http://www.guidobroich.it/cv/Bibliografia/041.pdf,,252,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,23,0.23,23,1,100
0,"V Brodbeck, T van Leeuwen, E Tagliazzuchi, L Melloni…",P060_Additional topographic feature in Resting-State EEG of Grapheme Colour Synaesthetes-EEG-Microstates in Source Space,NA,,,,,248,2021-03-25 18:21:59,CITATION,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,50
0,THP Mosher,That was error. The plaintiff's general professional reputa¬,NA,cyberleninka.org,,https://cyberleninka.org/article/n/1511314.pdf,,310,2021-03-25 18:21:59,PDF,NA,NA,NA,NA,NA,NA,NA,14,0.4,5,3,35
